user_id#merchant_id,user_id,merchant_id,age_range,gender
68160#1472,68160,1472,3,0
14469#1376,14469,1376,3,0
14469#1340,14469,1340,3,0
95132#750,95132,750,7,0
9719#4772,9719,4772,3,0
49451#4165,49451,4165,5,0
35832#322,35832,322,3,1
43782#990,43782,990,7,0
85974#1020,85974,1020,1,1
90930#549,90930,549,7,0
24315#110,24315,110,4,0
94463#814,94463,814,5,0
104254#2463,104254,2463,3,1
90045#2533,90045,2533,3,0
84214#3029,84214,3029,7,1
43627#1046,43627,1046,2,0
68248#604,68248,604,5,0
37540#2262,37540,2262,3,2
37540#2883,37540,2883,3,2
16450#3965,16450,3965,1,0
44007#2643,44007,2643,7,1
64439#2592,64439,2592,4,0
65465#2088,65465,2088,4,0
55009#1973,55009,1973,7,1
47981#2603,47981,2603,2,1
47981#3854,47981,3854,2,1
6315#4103,6315,4103,2,0
49756#421,49756,421,3,0
49756#4345,49756,4345,3,0
49756#3901,49756,3901,3,0
58850#4103,58850,4103,2,0
56715#3080,56715,3080,2,0
58002#2570,58002,2570,2,1
18873#2409,18873,2409,7,0
18873#3320,18873,3320,7,0
20138#3405,20138,3405,2,0
74903#3818,74903,3818,7,0
17622#1358,17622,1358,3,0
8262#3928,8262,3928,1,0
65443#3828,65443,3828,4,0
74963#2273,74963,2273,7,0
81923#3765,81923,3765,2,1
29253#2357,29253,2357,3,1
7855#2973,7855,2973,6,0
8894#2445,8894,2445,2,0
26264#3341,26264,3341,2,1
26264#610,26264,610,2,1
77208#452,77208,452,2,1
9912#1665,9912,1665,5,0
9229#4775,9229,4775,7,0
41097#2391,41097,2391,7,0
64232#3238,64232,3238,5,0
90593#711,90593,711,2,0
20230#4349,20230,4349,2,0
71689#2869,71689,2869,5,0
80887#4863,80887,4863,5,0
103162#3999,103162,3999,3,1
96672#210,96672,210,7,0
78141#2268,78141,2268,7,0
14446#3807,14446,3807,1,1
57932#2080,57932,2080,7,1
1991#2618,1991,2618,2,1
84391#4670,84391,4670,2,1
79287#1020,79287,1020,2,1
79287#3438,79287,3438,2,1
69368#3026,69368,3026,2,0
100495#3692,100495,3692,2,2
100495#276,100495,276,2,2
44979#2459,44979,2459,2,0
18294#4103,18294,4103,2,0
101910#1472,101910,1472,2,1
71024#638,71024,638,3,1
55343#2815,55343,2815,7,0
55343#2399,55343,2399,7,0
87140#2356,87140,2356,3,1
65808#1897,65808,1897,2,0
22583#962,22583,962,4,1
59732#1883,59732,1883,3,0
6118#2829,6118,2829,4,2
103526#2409,103526,2409,7,0
73187#1031,73187,1031,4,1
94745#1155,94745,1155,5,0
59054#2667,59054,2667,1,0
65502#4845,65502,4845,2,0
29715#2313,29715,2313,7,1
83474#3614,83474,3614,1,0
73826#922,73826,922,2,0
12104#3470,12104,3470,4,0
50490#658,50490,658,1,0
75341#1886,75341,1886,2,0
89779#4018,89779,4018,4,0
75485#4594,75485,4594,2,1
58582#1376,58582,1376,7,1
24281#1477,24281,1477,7,0
19522#2796,19522,2796,2,1
12987#3597,12987,3597,5,0
105146#1557,105146,1557,3,1
20441#841,20441,841,6,0
71011#1360,71011,1360,3,0
37890#1663,37890,1663,7,0
89109#1145,89109,1145,2,1
83664#2379,83664,2379,1,0
61427#586,61427,586,4,0
49810#4013,49810,4013,7,0
49810#949,49810,949,7,0
24276#999,24276,999,2,1
95934#114,95934,114,4,0
81290#4493,81290,4493,1,1
18415#4335,18415,4335,2,0
24330#3302,24330,3302,7,0
19180#4335,19180,4335,2,1
11375#1884,11375,1884,3,1
11375#1673,11375,1673,3,1
11375#3807,11375,3807,3,1
34406#4772,34406,4772,3,1
50699#661,50699,661,3,2
24086#4048,24086,4048,5,0
2796#4398,2796,4398,2,1
13129#4988,13129,4988,6,1
26145#4345,26145,4345,3,1
9156#421,9156,421,3,0
71557#1807,71557,1807,3,1
60496#1996,60496,1996,7,1
104456#3854,104456,3854,7,1
28772#1636,28772,1636,2,1
8853#3100,8853,3100,3,1
8853#2445,8853,2445,3,1
2361#1309,2361,1309,1,0
24672#4335,24672,4335,7,1
105604#3228,105604,3228,7,0
105604#2356,105604,2356,7,0
70684#2485,70684,2485,2,0
26148#3692,26148,3692,7,0
57823#592,57823,592,7,1
57823#2768,57823,2768,7,1
9604#4547,9604,4547,1,0
81370#3264,81370,3264,7,1
82766#757,82766,757,4,0
82766#168,82766,168,4,0
82766#2409,82766,2409,4,0
9390#3470,9390,3470,7,0
63204#1243,63204,1243,3,1
47256#1785,47256,1785,3,1
11518#4161,11518,4161,7,0
54763#3606,54763,3606,5,0
28076#1397,28076,1397,3,1
87470#501,87470,501,2,0
87470#661,87470,661,2,0
62719#2837,62719,2837,7,0
62719#3470,62719,3470,7,0
35615#4401,35615,4401,7,0
35615#4103,35615,4103,7,0
64821#4085,64821,4085,4,0
68825#1785,68825,1785,7,0
35190#4696,35190,4696,2,1
77805#2072,77805,2072,2,0
94728#3765,94728,3765,2,0
94728#3921,94728,3921,2,0
2323#2782,2323,2782,2,0
30263#1469,30263,1469,1,0
85781#3337,85781,3337,7,0
85781#4863,85781,4863,7,0
46305#823,46305,823,1,0
46305#2674,46305,2674,1,0
76147#2033,76147,2033,3,1
76147#939,76147,939,3,1
53158#44,53158,44,7,0
66475#1245,66475,1245,2,1
66475#1096,66475,1096,2,1
80080#1491,80080,1491,1,0
80080#1758,80080,1758,1,0
783#4780,783,4780,1,1
48082#2582,48082,2582,5,1
1250#1666,1250,1666,2,0
57840#3073,57840,3073,4,0
44475#1731,44475,1731,1,0
70081#4316,70081,4316,7,0
12890#530,12890,530,4,0
75727#1469,75727,1469,2,1
68515#814,68515,814,5,0
75988#3100,75988,3100,4,0
54533#222,54533,222,1,0
87068#367,87068,367,7,1
56562#781,56562,781,3,0
56562#1445,56562,1445,3,0
82204#4926,82204,4926,5,1
10604#156,10604,156,1,1
59588#2983,59588,2983,4,0
61912#3854,61912,3854,1,0
28055#4730,28055,4730,7,0
59345#2459,59345,2459,5,0
49543#3559,49543,3559,3,1
102798#4150,102798,4150,1,1
17145#3898,17145,3898,7,0
13139#4784,13139,4784,4,0
97526#3927,97526,3927,3,0
59641#1187,59641,1187,4,1
14570#2616,14570,2616,3,0
14570#168,14570,168,3,0
82303#2239,82303,2239,2,0
9879#4290,9879,4290,3,1
9879#4064,9879,4064,3,1
9879#2829,9879,2829,3,1
4331#324,4331,324,3,1
93507#2591,93507,2591,3,0
96813#3465,96813,3465,1,1
65753#2898,65753,2898,3,0
65753#2290,65753,2290,3,0
65753#3879,65753,3879,3,0
81251#2072,81251,2072,1,0
61887#1671,61887,1671,3,1
16744#4995,16744,4995,2,0
9148#3548,9148,3548,6,1
17926#1688,17926,1688,6,1
94341#2582,94341,2582,4,1
32939#850,32939,850,2,0
96938#4173,96938,4173,4,0
8310#604,8310,604,1,0
79926#174,79926,174,1,0
79926#2422,79926,2422,1,0
91468#2290,91468,2290,1,0
44871#3854,44871,3854,3,1
44871#3915,44871,3915,3,1
44871#3608,44871,3608,3,1
72109#4345,72109,4345,4,1
6460#2983,6460,2983,3,1
6460#4099,6460,4099,3,1
86909#3462,86909,3462,4,0
28660#530,28660,530,5,1
54663#3470,54663,3470,7,0
30852#3464,30852,3464,2,1
76104#4873,76104,4873,2,0
65714#3302,65714,3302,2,0
65714#4579,65714,4579,2,0
8300#1581,8300,1581,1,0
101718#3406,101718,3406,1,0
101718#825,101718,825,1,0
5253#718,5253,718,2,0
5253#2273,5253,2273,2,0
85483#1886,85483,1886,3,0
55764#2171,55764,2171,2,0
55764#2356,55764,2356,2,0
66460#1897,66460,1897,4,1
37773#2792,37773,2792,5,1
21980#4148,21980,4148,6,0
92418#1701,92418,1701,2,1
50358#2548,50358,2548,2,1
717#4104,717,4104,2,0
717#715,717,715,2,0
717#31,717,31,2,0
81281#501,81281,501,5,1
105093#4452,105093,4452,7,2
91172#2835,91172,2835,4,1
91172#4547,91172,4547,4,1
1443#1155,1443,1155,3,0
1443#4926,1443,4926,3,0
93496#222,93496,222,3,0
28388#1144,28388,1144,3,0
28388#4031,28388,4031,3,0
33007#2234,33007,2234,2,0
94488#4103,94488,4103,7,0
92413#297,92413,297,1,1
26131#3080,26131,3080,3,0
26131#4873,26131,4873,3,0
93770#1729,93770,1729,3,0
9174#2054,9174,2054,3,0
35058#4086,35058,4086,2,0
69338#4762,69338,4762,2,2
2230#1105,2230,1105,4,0
47223#3317,47223,3317,7,1
38755#3317,38755,3317,2,1
78513#3331,78513,3331,3,0
24764#3056,24764,3056,6,1
24764#1125,24764,1125,6,1
24764#502,24764,502,6,1
31360#2777,31360,2777,3,0
69358#251,69358,251,7,0
14000#1477,14000,1477,5,1
57444#2480,57444,2480,1,0
84837#2044,84837,2044,2,0
20897#4035,20897,4035,1,1
103085#1185,103085,1185,2,0
90423#716,90423,716,7,0
36902#781,36902,781,3,0
36902#1897,36902,1897,3,0
75162#2459,75162,2459,5,0
82158#4227,82158,4227,4,0
103256#962,103256,962,2,0
86020#3608,86020,3608,5,0
86322#3327,86322,3327,7,1
251#222,251,222,1,0
38461#2592,38461,2592,7,2
93883#1897,93883,1897,2,0
5264#922,5264,922,7,1
89496#2682,89496,2682,7,0
96047#3218,96047,3218,4,1
75480#1701,75480,1701,3,2
39924#3670,39924,3670,3,0
39924#1841,39924,1841,3,0
99041#2792,99041,2792,4,1
98060#4072,98060,4072,2,0
59869#2422,59869,2422,2,1
59869#1185,59869,1185,2,1
87257#1148,87257,1148,1,1
57406#341,57406,341,2,1
6880#2409,6880,2409,7,0
6880#1822,6880,1822,7,0
52887#679,52887,679,7,1
16998#3569,16998,3569,2,1
42665#44,42665,44,1,0
99034#1733,99034,1733,3,0
24589#996,24589,996,7,1
9730#3874,9730,3874,3,1
73180#2815,73180,2815,2,1
41996#3968,41996,3968,3,0
41996#4673,41996,4673,3,0
41996#199,41996,199,3,0
27993#1360,27993,1360,6,0
28357#1872,28357,1872,2,0
1942#2780,1942,2780,1,1
67130#1891,67130,1891,1,0
5291#3317,5291,3317,2,1
97958#1155,97958,1155,3,0
51603#4335,51603,4335,3,1
50835#3878,50835,3878,4,1
50835#3871,50835,3871,4,1
14785#2070,14785,2070,3,0
14785#2131,14785,2131,3,0
91741#4730,91741,4730,2,0
87091#610,87091,610,7,1
20387#3812,20387,3812,2,0
94331#3160,94331,3160,7,0
61375#2171,61375,2171,7,0
61375#129,61375,129,7,0
88803#2182,88803,2182,7,0
49421#371,49421,371,7,0
88928#3277,88928,3277,1,0
88928#671,88928,671,1,0
65144#1785,65144,1785,7,1
65144#3013,65144,3013,7,1
9905#221,9905,221,3,1
101262#1636,101262,1636,7,0
105493#780,105493,780,2,0
43013#1002,43013,1002,7,0
34620#2988,34620,2988,5,1
31789#922,31789,922,1,0
74448#1287,74448,1287,1,0
27767#2454,27767,2454,5,1
76049#3921,76049,3921,1,0
20601#3326,20601,3326,7,0
61515#3457,61515,3457,2,2
72295#3587,72295,3587,2,0
102263#1842,102263,1842,2,0
14679#3275,14679,3275,7,0
23238#3080,23238,3080,7,1
59633#4466,59633,4466,2,0
41908#1811,41908,1811,2,0
93470#210,93470,210,7,0
77465#4051,77465,4051,1,0
35945#3464,35945,3464,5,1
81684#3854,81684,3854,7,0
92148#4134,92148,4134,2,0
92148#2648,92148,2648,2,0
74738#2642,74738,2642,3,0
87476#4568,87476,4568,7,0
103177#3334,103177,3334,2,0
47376#4873,47376,4873,2,0
28555#4025,28555,4025,1,1
85181#2459,85181,2459,7,0
85181#757,85181,757,7,0
85181#210,85181,210,7,0
45649#4956,45649,4956,4,0
8296#44,8296,44,4,0
8296#4942,8296,4942,4,0
35094#2823,35094,2823,4,0
35094#4182,35094,4182,4,0
41073#922,41073,922,5,1
78004#2779,78004,2779,3,1
33318#4995,33318,4995,4,2
103331#2835,103331,2835,1,1
97856#2234,97856,2234,3,0
99169#4096,99169,4096,7,0
88545#4104,88545,4104,3,0
49904#4926,49904,4926,7,0
76966#2243,76966,2243,7,0
76966#1250,76966,1250,7,0
14084#839,14084,839,4,0
44471#1820,44471,1820,2,0
75391#593,75391,593,4,1
65704#650,65704,650,5,0
75489#2855,75489,2855,3,0
18882#3683,18882,3683,2,1
20131#2459,20131,2459,2,0
60405#2454,60405,2454,4,0
60405#1657,60405,1657,4,0
82107#270,82107,270,7,0
82107#1057,82107,1057,7,0
50868#3123,50868,3123,4,0
38822#4086,38822,4086,3,0
13699#4476,13699,4476,3,1
35482#4594,35482,4594,2,0
105509#2409,105509,2409,7,0
74989#1112,74989,1112,7,1
57034#4169,57034,4169,2,1
89312#4836,89312,4836,2,1
91985#3671,91985,3671,7,0
64949#1020,64949,1020,7,0
19597#1307,19597,1307,2,0
19597#3464,19597,3464,2,0
17259#1729,17259,1729,7,0
17259#4774,17259,4774,7,0
17259#3444,17259,3444,7,0
17259#823,17259,823,7,0
71841#1073,71841,1073,6,0
21027#357,21027,357,5,1
65671#1907,65671,1907,7,0
65671#1976,65671,1976,7,0
65671#3219,65671,3219,7,0
80837#1052,80837,1052,6,0
80837#705,80837,705,6,0
45725#28,45725,28,3,0
2848#4491,2848,4491,3,2
19103#4476,19103,4476,4,2
99902#2712,99902,2712,7,0
62269#3470,62269,3470,7,0
104567#351,104567,351,7,1
90397#1145,90397,1145,3,1
20864#4598,20864,4598,2,0
23197#1243,23197,1243,5,0
6495#2593,6495,2593,3,0
76073#2459,76073,2459,5,0
76073#2674,76073,2674,5,0
79011#2548,79011,2548,5,0
4321#3807,4321,3807,4,1
82291#716,82291,716,2,0
46182#4430,46182,4430,1,1
99458#4703,99458,4703,7,1
19176#2409,19176,2409,4,0
19176#2056,19176,2056,4,0
7808#4939,7808,4939,3,2
7808#2213,7808,2213,3,2
7808#2522,7808,2522,3,2
7808#4995,7808,4995,3,2
103367#1897,103367,1897,2,0
41184#2888,41184,2888,2,0
30310#715,30310,715,2,0
105135#94,105135,94,2,0
101560#2171,101560,2171,5,1
44341#3056,44341,3056,7,0
94040#1324,94040,1324,2,1
92235#1243,92235,1243,7,1
92235#4777,92235,4777,7,1
82224#2023,82224,2023,5,1
82224#1581,82224,1581,5,1
82224#2715,82224,2715,5,1
57073#2171,57073,2171,2,0
49296#3249,49296,3249,7,1
23904#999,23904,999,1,0
70076#4772,70076,4772,2,0
24598#3965,24598,3965,5,0
11904#4103,11904,4103,2,0
11904#814,11904,814,2,0
2900#2618,2900,2618,3,1
2900#2130,2900,2130,3,1
27891#1897,27891,1897,5,0
11796#2591,11796,2591,4,0
83042#3201,83042,3201,2,0
47841#324,47841,324,1,0
28329#3080,28329,3080,2,0
28329#4782,28329,4782,2,0
105236#2234,105236,2234,4,0
13305#3772,13305,3772,2,0
48643#816,48643,816,7,0
8541#3441,8541,3441,7,1
33954#1758,33954,1758,7,1
45751#501,45751,501,2,0
27353#658,27353,658,4,0
52223#3864,52223,3864,2,1
70787#2426,70787,2426,6,0
23921#2480,23921,2480,2,1
41190#1950,41190,1950,5,1
61462#4881,61462,4881,6,0
94547#2076,94547,2076,5,0
70270#1363,70270,1363,1,1
44956#3218,44956,3218,4,0
44956#715,44956,715,4,0
38249#850,38249,850,7,0
101964#2937,101964,2937,3,0
60570#3540,60570,3540,2,0
6488#4035,6488,4035,7,0
12980#1886,12980,1886,5,0
74500#833,74500,833,4,0
45115#3286,45115,3286,3,0
43586#155,43586,155,3,0
48436#251,48436,251,2,1
102801#3356,102801,3356,1,0
102801#481,102801,481,1,0
19760#661,19760,661,7,1
19760#4535,19760,4535,7,1
4481#4854,4481,4854,5,0
4481#2459,4481,2459,5,0
51895#2353,51895,2353,2,0
105122#307,105122,307,7,0
73274#361,73274,361,4,1
52599#1988,52599,1988,7,0
104619#2843,104619,2843,7,0
58374#2925,58374,2925,7,1
58374#982,58374,982,7,1
89207#3464,89207,3464,2,0
41903#2603,41903,2603,2,0
18616#3968,18616,3968,6,0
88413#4782,88413,4782,7,1
41577#3084,41577,3084,7,0
58336#3539,58336,3539,7,0
46661#2904,46661,2904,2,0
34132#4067,34132,4067,3,0
93952#2821,93952,2821,2,1
93952#2545,93952,2545,2,1
84981#4090,84981,4090,4,2
84981#1230,84981,1230,4,2
93386#1701,93386,1701,2,1
93386#729,93386,729,2,1
20800#4836,20800,4836,2,0
12364#4782,12364,4782,7,1
17073#4863,17073,4863,4,0
69971#2642,69971,2642,2,0
22504#4222,22504,4222,7,2
84468#3687,84468,3687,5,1
79646#3029,79646,3029,7,0
82054#3828,82054,3828,3,1
51877#4995,51877,4995,7,0
51877#4476,51877,4476,7,0
1963#3685,1963,3685,2,0
82978#2078,82978,2078,7,0
13297#317,13297,317,1,1
13297#4696,13297,4696,1,1
77766#1884,77766,1884,3,0
77766#2136,77766,2136,3,0
8820#4182,8820,4182,2,0
8820#289,8820,289,2,0
8820#2210,8820,2210,2,0
51054#2591,51054,2591,3,1
77634#965,77634,965,2,1
77634#833,77634,833,2,1
105889#3670,105889,3670,2,0
5359#2454,5359,2454,5,1
15529#2210,15529,2210,2,0
23971#4081,23971,4081,3,0
53865#4873,53865,4873,3,0
83590#3925,83590,3925,5,1
83590#3132,83590,3132,5,1
47930#3571,47930,3571,4,0
64191#4690,64191,4690,7,2
10307#4995,10307,4995,3,0
96143#1250,96143,1250,3,0
23721#2356,23721,2356,7,0
16827#974,16827,974,3,0
40348#637,40348,637,7,2
62014#2659,62014,2659,7,1
23075#3107,23075,3107,6,0
44458#3438,44458,3438,2,0
26996#30,26996,30,3,1
55033#3871,55033,3871,7,0
72621#4947,72621,4947,2,2
50156#2480,50156,2480,2,0
67332#1636,67332,1636,3,0
59570#1155,59570,1155,3,1
82240#1688,82240,1688,2,0
82240#4104,82240,4104,2,0
43772#3442,43772,3442,3,0
105325#174,105325,174,2,0
82197#3596,82197,3596,3,0
90048#4982,90048,4982,3,0
83604#2502,83604,2502,3,1
68307#4398,68307,4398,3,0
74369#3811,74369,3811,6,1
22814#3979,22814,3979,3,1
35541#4062,35541,4062,7,1
33689#3652,33689,3652,1,0
90581#2459,90581,2459,7,0
90581#851,90581,851,7,0
76831#2018,76831,2018,2,1
32206#1019,32206,1019,4,1
32206#1748,32206,1748,4,1
18833#814,18833,814,2,0
18833#2402,18833,2402,2,0
17876#4306,17876,4306,5,0
12109#1469,12109,1469,2,0
49428#898,49428,898,2,0
44454#2152,44454,2152,7,0
51530#1057,51530,1057,3,1
98540#2141,98540,2141,3,1
83251#4688,83251,4688,5,0
53283#814,53283,814,7,0
14590#811,14590,811,4,1
66063#3160,66063,3160,2,0
19600#3878,19600,3878,2,1
19600#4335,19600,4335,2,1
19600#845,19600,845,2,1
73313#248,73313,248,4,1
92254#4542,92254,4542,3,1
5239#501,5239,501,3,0
40322#3962,40322,3962,2,0
27589#2026,27589,2026,5,0
28274#94,28274,94,7,0
90649#312,90649,312,3,1
66464#579,66464,579,4,1
73796#3067,73796,3067,4,0
22556#4093,22556,4093,6,1
23572#2593,23572,2593,7,0
31514#741,31514,741,2,0
31514#4025,31514,4025,2,0
55059#4161,55059,4161,6,2
7803#2088,7803,2088,2,0
10674#939,10674,939,7,1
52723#452,52723,452,1,0
32363#814,32363,814,7,0
29774#2533,29774,2533,7,1
101980#2409,101980,2409,2,0
101586#1472,101586,1472,3,1
101586#4712,101586,4712,3,1
1752#3526,1752,3526,1,0
100326#1581,100326,1581,3,0
100326#1471,100326,1471,3,0
43649#4995,43649,4995,7,1
43649#94,43649,94,7,1
43649#4170,43649,4170,7,1
71531#4377,71531,4377,2,0
93063#3517,93063,3517,7,0
50816#1245,50816,1245,7,0
89703#3356,89703,3356,2,0
89703#2667,89703,2667,2,0
24945#4492,24945,4492,7,0
14608#2770,14608,2770,6,1
14608#1358,14608,1358,6,1
66152#4569,66152,4569,3,0
66152#3878,66152,3878,3,0
66152#2080,66152,2080,3,0
66152#1155,66152,1155,3,0
70372#939,70372,939,2,2
79390#3803,79390,3803,3,0
95310#857,95310,857,4,0
75882#1463,75882,1463,2,0
50851#2768,50851,2768,7,1
105133#4345,105133,4345,2,0
105133#1329,105133,1329,2,0
9835#2898,9835,2898,2,0
15270#2715,15270,2715,1,0
49422#144,49422,144,2,0
66829#44,66829,44,2,1
62454#155,62454,155,7,0
98625#2454,98625,2454,3,0
87144#4787,87144,4787,2,0
102075#1021,102075,1021,4,0
31570#901,31570,901,2,0
66505#965,66505,965,1,0
34672#3098,34672,3098,7,0
7892#2234,7892,2234,3,0
61111#1391,61111,1391,1,0
61111#1363,61111,1363,1,0
35504#1196,35504,1196,7,0
41069#4982,41069,4982,2,1
18590#4919,18590,4919,1,0
18590#2141,18590,2141,1,0
18590#2821,18590,2821,1,0
4914#604,4914,604,7,0
27155#3854,27155,3854,7,0
4190#2402,4190,2402,7,0
57495#2480,57495,2480,5,1
2986#1344,2986,1344,2,0
4177#2533,4177,2533,2,0
59483#4103,59483,4103,2,2
86732#4772,86732,4772,2,0
4242#1472,4242,1472,5,0
36207#2522,36207,2522,5,0
36207#270,36207,270,5,0
17112#2018,17112,2018,7,1
17112#4982,17112,4982,7,1
95353#4659,95353,4659,4,0
10670#4065,10670,4065,1,1
71725#3067,71725,3067,2,2
28792#1393,28792,1393,2,0
95077#1758,95077,1758,4,0
37156#2379,37156,2379,1,0
37156#3670,37156,3670,1,0
78009#604,78009,604,4,2
78009#784,78009,784,4,2
99020#1886,99020,1886,3,0
99020#2904,99020,2904,3,0
25706#2616,25706,2616,1,0
48761#4035,48761,4035,3,0
37217#2213,37217,2213,1,1
68130#3818,68130,3818,5,0
77256#4677,77256,4677,5,2
77256#4018,77256,4018,5,2
85418#4329,85418,4329,3,0
85418#2867,85418,2867,3,0
38653#4086,38653,4086,7,0
92111#3579,92111,3579,4,1
5927#373,5927,373,3,1
73179#2459,73179,2459,2,0
26242#4537,26242,4537,2,1
65423#1379,65423,1379,2,0
65423#845,65423,845,2,0
76672#3469,76672,3469,2,1
56836#1897,56836,1897,7,1
57529#3864,57529,3864,2,1
47086#2262,47086,2262,7,0
9403#2459,9403,2459,2,2
95048#78,95048,78,1,0
85185#1984,85185,1984,2,1
45029#1897,45029,1897,4,0
30222#3965,30222,3965,5,0
101856#255,101856,255,7,0
4111#4613,4111,4613,3,1
32835#3692,32835,3692,1,1
32835#351,32835,351,1,1
27204#4730,27204,4730,1,1
18472#501,18472,501,5,1
1919#1445,1919,1445,3,1
46790#2804,46790,2804,1,1
36921#4547,36921,4547,1,0
51505#3100,51505,3100,3,0
30390#3965,30390,3965,1,0
53651#2409,53651,2409,3,1
88303#3921,88303,3921,7,1
2329#1586,2329,1586,2,0
60258#1688,60258,1688,5,1
104102#3067,104102,3067,2,1
33858#3182,33858,3182,6,1
33858#3381,33858,3381,6,1
41342#438,41342,438,1,0
41342#4562,41342,4562,1,0
76947#4897,76947,4897,1,1
48334#3716,48334,3716,2,0
48334#1360,48334,1360,2,0
48334#3331,48334,3331,2,0
88570#3597,88570,3597,7,1
88570#3772,88570,3772,7,1
66450#3465,66450,3465,4,1
2628#4286,2628,4286,5,0
15434#2459,15434,2459,5,0
6992#3014,6992,3014,3,0
64002#1627,64002,1627,7,1
36871#448,36871,448,7,1
20049#661,20049,661,7,1
10389#2561,10389,2561,2,0
77506#341,77506,341,2,0
77506#4335,77506,4335,2,0
76604#1610,76604,1610,2,0
39918#2434,39918,2434,7,0
70520#3369,70520,3369,7,0
23138#4072,23138,4072,4,0
50999#4411,50999,4411,7,0
14111#3052,14111,3052,4,0
30356#4084,30356,4084,7,0
80928#4072,80928,4072,3,0
92722#4238,92722,4238,7,0
102649#251,102649,251,7,0
102649#75,102649,75,7,0
105936#4214,105936,4214,3,0
105936#3082,105936,3082,3,0
105936#4779,105936,4779,3,0
24509#1587,24509,1587,3,0
8155#4590,8155,4590,3,1
93788#2080,93788,2080,2,1
74154#1245,74154,1245,3,0
74154#716,74154,716,3,0
74154#3297,74154,3297,3,0
74154#3704,74154,3704,3,0
72241#999,72241,999,1,1
72241#3362,72241,3362,1,1
72241#2041,72241,2041,1,1
10701#1929,10701,1929,5,0
83054#3082,83054,3082,7,1
67636#1785,67636,1785,4,0
47893#637,47893,637,2,1
9036#4306,9036,4306,5,1
9036#3132,9036,3132,5,1
2107#814,2107,814,3,0
62595#1886,62595,1886,6,0
32245#4797,32245,4797,7,2
73053#3464,73053,3464,2,0
29013#351,29013,351,4,0
30163#3160,30163,3160,7,1
70479#1324,70479,1324,3,0
70479#2459,70479,2459,3,0
26211#845,26211,845,3,0
26788#44,26788,44,2,0
26788#850,26788,850,2,0
70637#2927,70637,2927,2,0
87884#4783,87884,4783,3,0
52881#845,52881,845,2,0
52881#3568,52881,3568,2,0
95230#2357,95230,2357,5,0
75996#3168,75996,3168,1,1
94794#2616,94794,2616,7,0
94794#4280,94794,4280,7,0
79335#5,79335,5,3,0
45453#3080,45453,3080,3,0
53824#1243,53824,1243,7,0
27954#5,27954,5,7,0
45348#3132,45348,3132,4,0
49199#3587,49199,3587,4,0
49199#191,49199,191,4,0
93638#359,93638,359,3,0
87556#4995,87556,4995,2,1
385#2591,385,2591,2,0
40676#2904,40676,2904,1,0
23425#3928,23425,3928,4,0
88019#4926,88019,4926,5,0
48625#2393,48625,2393,7,1
20630#3820,20630,3820,3,2
59720#4628,59720,4628,7,0
79692#4086,79692,4086,7,1
95801#4020,95801,4020,7,1
7815#2988,7815,2988,7,0
50805#1695,50805,1695,4,0
16149#2041,16149,2041,2,1
77078#2904,77078,2904,4,0
65172#2459,65172,2459,5,1
65172#2171,65172,2171,5,1
9337#78,9337,78,7,0
9337#294,9337,294,7,0
78721#483,78721,483,2,0
78721#3965,78721,3965,2,0
41503#3692,41503,3692,3,1
82290#1616,82290,1616,3,1
68808#982,68808,982,2,0
81278#3282,81278,3282,2,0
5135#4472,5135,4472,7,0
5135#2356,5135,2356,7,0
81061#3854,81061,3854,2,0
38300#4103,38300,4103,1,0
76361#2459,76361,2459,7,0
90475#1155,90475,1155,3,0
105728#2806,105728,2806,1,0
3632#3965,3632,3965,5,1
17159#299,17159,299,5,1
17159#646,17159,646,5,1
27502#3471,27502,3471,5,1
33908#341,33908,341,2,1
33908#1753,33908,1753,2,1
101892#1857,101892,1857,2,2
94305#4613,94305,4613,2,0
87817#857,87817,857,4,1
13280#2468,13280,2468,3,1
13280#4449,13280,4449,3,1
73269#814,73269,814,1,0
73269#462,73269,462,1,0
43744#3071,43744,3071,1,0
56555#3928,56555,3928,3,0
8830#2883,8830,2883,2,0
70381#1793,70381,1793,2,0
93504#3182,93504,3182,2,1
5681#3010,5681,3010,4,0
104583#4035,104583,4035,2,0
104583#1897,104583,1897,2,0
43012#3464,43012,3464,1,1
59538#2513,59538,2513,7,0
13746#4103,13746,4103,1,1
64662#3218,64662,3218,5,1
88296#3356,88296,3356,7,0
88296#3438,88296,3438,7,0
43280#4345,43280,4345,3,1
5543#3286,5543,3286,1,1
65577#3797,65577,3797,3,0
65577#2298,65577,2298,3,0
16245#458,16245,458,7,0
39465#845,39465,845,3,0
47175#3812,47175,3812,5,0
97103#814,97103,814,3,0
52997#4035,52997,4035,4,0
5712#195,5712,195,2,0
43129#2555,43129,2555,1,0
28872#4103,28872,4103,7,0
43170#1149,43170,1149,2,1
29532#2703,29532,2703,7,0
50121#322,50121,322,3,1
56071#3404,56071,3404,7,0
39085#1245,39085,1245,3,0
60362#4628,60362,4628,2,1
105630#4086,105630,4086,7,0
105630#1243,105630,1243,7,0
105630#2459,105630,2459,7,0
43703#1243,43703,1243,5,0
86375#4147,86375,4147,2,0
21592#4023,21592,4023,1,1
80173#4774,80173,4774,1,0
80173#4718,80173,4718,1,0
44958#1245,44958,1245,5,0
64530#168,64530,168,7,0
46798#4035,46798,4035,2,0
46798#850,46798,850,2,0
74271#3331,74271,3331,4,0
75544#2970,75544,2970,3,1
